Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,3764.344262,4229.809889,4592.834576,4858.120791,5292.339855,5661.967873,6258.611937,6322.828555,6678.342391
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,4599.808454,4600.229368,4973.53708,5240.738757,5310.4535,5096.735904,5966.000158,6205.545998,6347.753919
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,5262.686719,5598.486226,5955.297386,6713.989254,6718.858266,6659.596511,7620.80297,7606.237525,8624.284002
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,838.1198694,872.4685872,924.0575317,996.3792921,971.9493186,953.2429433,1027.273454,969.7222056,1035.862426
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,25529.68131,26459.07721,30317.24434,33382.26775,32421.91798,31833.59638,38065.35435,36224.282,40182.43139
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,1166.733055,1229.197135,1272.822418,1298.213103,1425.989542,1490.216835,1242.721344,1158.05005,1233.196662
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2802.63135,2832.830526,2827.77247,2789.826375,2674.370461,2381.425425,2719.531268,2975.955663,2797.407307
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,6491.192806,6999.135813,7758.36922,8790.881521,8842.485287,7612.628459,9377.488797,9990.204446,12077.37471
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,3838.92127,3619.900264,3645.967087,4107.642885,4347.546103,4001.251931,4517.61578,4993.514875,5838.631081
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,17665.10075,24225.47417,31225.605,26509.36284,24496.66521,18220.83824,19455.50139,23785.75459,
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,610.5637747,441.4897348,470.9385631,517.5072603,519.0925509,462.4338765,509.9078295,578.2516638,622.9856193
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,1554.948979,1565.765757,1615.004013,1722.935289,1767.072711,1795.764596,1947.789184,1960.352401,2120.823184
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9507.871337,9965.725311,10841.68478,11643.4606,11403.25279,9011.042884,9068.973002,10223.78823,11182.18657
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,539.6053632,450.5061055,495.7696834,533.2031737,580.8898161,602.5074782,617.4475208,604.2697512,602.3436198
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,9648.679794,9476.534098,9862.548066,10901.802,10920.19176,9957.526267,10903.11164,11748.09193,11379.08519
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,55534.45703,56416.78502,58555.88978,61228.19583,63306.79998,62262.64241,69412.91375,75613.45071,79326.90766
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,4774.106509,4395.687762,5143.960723,5308.608134,4731.921032,3878.58983,4412.835569,4349.799085,4187.605004
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,30858.72371,30782.85444,32354.71028,34902.89688,33411.33588,33270.3306,35311.55436,33516.36309,
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,485.6625742,502.7064754,521.80413,578.5680357,561.6913043,579.5124958,608.7224396,609.7451477,638.3360807
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,2585.733607,2070.412734,1876.340271,2057.879446,2265.155209,2019.657063,2017.274865,2139.374785,1596.636961
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,2074.456206,2131.687048,2182.61381,2035.165494,1958.620515,1938.447048,2138.385885,2322.89054,2609.444921
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,45793.81354,46808.52915,49513.68173,53955.077,53554.90075,53467.92774,60141.98809,59123.31856,64572.00596
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,74809.9658,70867.361,76131.8384,82792.84271,76430.58895,68340.0181,93072.89251,109269.5206,87497.32893
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,875.5436355,877.2564547,1034.283749,1179.198432,1203.142947,1154.215176,1252.750767,1385.910663,1382.330558
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,7703.431499,8724.307003,9613.412091,11408.69476,10776.82846,10695.69933,14989.66475,12896.4341,12754.18676
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,38665.3723,40113.71954,42950.38417,43257.07692,42779.22982,41850.92033,49689.49813,48760.03819,48654.90423
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,35772.53214,36235.99883,37617.8631,39539.18612,39718.01361,38704.97731,43149.60725,44046.42625,46672.51399
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,18808.30779,17110.18975,17820.06618,19901.76156,19180.18642,16784.86306,19403.46002,23223.58294,20972.48309
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,10334.0987,10776.87092,11912.47636,12980.34254,12871.16576,11728.95245,13671.45655,14298.10282,15151.46649
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,1380.470208,1424.691612,1519.234595,1569.338146,1390.41691,1278.397352,1455.319224,1538.322813,1365.169274
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,14082.65485,14832.36116,15694.62975,16151.32735,16477.90663,13290.56083,15509.80691,17332.43607,18686.4051
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,6231.711503,6217.036,6736.166937,6978.491215,7037.008037,6133.325524,6826.202556,7350.630343,7887.541859
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2909.85818,2985.19564,3038.12125,3168.510366,3400.789498,3227.579102,3484.385939,3548.069306,3804.082741
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,15690.75971,16762.57234,16034.13429,16197.72651,15841.19564,14556.58723,13257.20632,14392.20114,15899.42461
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2484.59634,2316.394798,2477.76531,2566.368337,2575.772741,2429.611346,2607.578619,3102.289686,2966.068304
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,12637.52203,12464.0121,13913.34152,15658.21059,15874.52205,16150.9291,18635.50888,18891.21353,22145.26431
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1508.887721,1307.18884,1327.757463,1439.933709,1476.621873,1320.709111,1412.709089,1577.716271,1416.33353
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,29242.04147,29978.08893,30328.48711,30679.91819,31830.5285,31427.11308,32619.07046,35353.68216,36948.40364
"Korea, Dem. People's Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,19215.7813,19980.28089,21442.38428,23541.14011,23343.3629,22299.40441,24711.45101,24620.51956,27386.29206
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,5879.337923,5775.159634,6152.267115,6258.449916,5821.181995,5365.472207,5976.931798,6205.625954,6299.990265
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3272.154324,3527.613824,3620.360487,3562.330943,3656.858271,3233.568638,3678.635657,3799.95527,3455.028529
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3721.794652,3853.81273,4096.993538,4245.783626,4170.32121,3666.089264,3649.533887,3888.62868,4153.197066
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,40767.67321,41511.10887,43134.08647,45528.32681,45864.97047,44887.38352,50022.03892,51102.35627,53961.34181
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,19166.95948,19690.07757,20826.93125,21925.61604,21582.5892,19966.48385,21982.90389,20738.65,22774.1419
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,68985.2947,61253.63755,63279.85569,71039.84906,66841.30135,51683.50544,71751.88313,88701.46335,80195.87465
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,8977.017482,9404.540059,10727.9822,12502.26241,12992.03261,13082.30066,14986.78549,15557.88262,18404.27309
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,9277.713867,8663.158203,10658.91309,11211.8877,11447.70117,10108.32715,12425.0293,15619.61426,14159.3877
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,733.9986304,729.519134,758.3009667,771.7735111,810.0514121,778.7014988,829.5448456,975.469324,1027.034468
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,1570.541425,1722.907034,1956.067076,1988.366333,2067.059757,1957.203437,2273.720558,2385.083416,2532.375601
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,23256.15496,22267.72171,23929.29071,29360.0659,29566.79338,24338.83073,31920.76537,38510.22762,36156.84834
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1292.379639,1033.215942,966.5056763,731.0274658,709.9752808,577.7952271,712.1220093,1046.240845,797.2834473
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1218.006136,1266.439572,1356.805184,1452.556126,1431.181289,1461.087204,1598.10677,1574.028106,1698.033873
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,55645.60686,57005.58872,61236.25127,66881.6067,65952.0379,61410.07926,80056.12882,90299.06946,85412.23035
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2045.478895,2082.62989,2143.574652,2278.206339,2223.665026,2063.331015,1996.869768,2005.413993,2076.107688
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,964.5759809,844.4164112,779.1860078,845.9145405,844.0495552,845.9829143,886.1929391,860.7745909,757.8486806
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3790.340891,3901.34015,4020.126714,4183.54621,4320.116715,3997.192796,4642.607431,5074.602102,5365.444914
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,43146.82404,44359.47977,45192.02798,47950.68806,46627.01224,44426.64634,54168.98283,54264.5705,
"Somalia, Fed. Rep.",SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,445.5830801,460.9284906,510.9399523,509.5258019,539.8939316,518.1847785,549.1147427,573.1280925,597.4588546
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,5820.321558,5982.370301,6548.036538,7559.861657,7755.632986,8098.709557,9680.527981,10022.96885,12281.50585
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1747.884166,1536.053591,1630.625959,1708.801086,1705.21463,1544.441121,1700.421999,1772.655354,1614.139025
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,1080.147186,,,,,,,,
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1635.044226,1452.274201,1542.244649,1612.735532,1617.668881,1480.478642,1621.10097,1696.439993,1544.759115
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,10408.66184,10444.27245,11271.79302,12009.78621,11958.5107,10699.29117,12369.06398,13598.1108,14222.96605
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,1298.109466,1434.870181,1555.794778,1825.599718,1935.293182,2167.220018,2362.588272,2389.737298,2940.933529
Suriname,SUR,GDP per capita (current US$),NY.GDP.PCAP.CD,8813.617054,5644.206106,6049.521286,6665.741805,6629.667752,4755.392217,5029.848385,6084.438767,5494.074094
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,16442.07609,16636.07691,17645.52987,19573.3717,19406.05897,19735.48583,22132.4483,21334.6011,24673.5483
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,20697.27485,21447.83778,23303.07771,25888.04811,25814.16872,25392.06511,29187.36938,28373.83823,32610.11092
Sweden,SWE,GDP per capita (current US$),NY.GDP.PCAP.CD,51197.95293,51820.39725,53300.85873,54181.90698,51773.04646,52653.75659,61174.96802,55296.93715,55567.08901
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,3420.753571,3239.807075,3853.991479,3973.463449,3913.12644,3454.784217,3966.298633,3889.65277,3741.690107
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,37839.62838,37308.61478,34701.30585,31708.31101,34861.46953,30150.89984,32548.43669,36476.63008,38077.54449
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,15333.10517,16566.9946,17480.36519,18440.23405,19141.51187,14041.47541,14982.91115,16836.67219,18262.71158
Syrian Arab Republic,SYR,GDP per capita (current US$),NY.GDP.PCAP.CD,847.7316319,656.3490586,851.5020053,1098.066864,1109.53926,572.3552898,663.6142457,1051.671496,847.3727234
Turks and Caicos Islands,TCA,GDP per capita (current US$),NY.GDP.PCAP.CD,25736.10163,26946.41785,25614.83727,31625.61659,31780.52171,20690.91605,27329.28851,31280.5418,35470.21516
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,993.9907306,861.8317676,854.4612004,948.6566299,893.3364416,866.9478149,946.3585002,966.0364683,989.058529
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,6664.487165,6758.740155,7323.510232,8136.368818,8379.406869,8485.420258,10086.47852,10220.3605,10239.67433
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (current US$),NY.GDP.PCAP.CD,8004.56642,7653.978071,8560.707099,8890.615966,9034.432091,8456.581747,9987.988644,11410.44153,12106.92409
Togo,TGO,GDP per capita (current US$),NY.GDP.PCAP.CD,751.0524051,772.5817871,792.7654872,851.1308069,826.2606541,853.5782203,939.6133738,898.7581544,985.6975126
Thailand,THA,GDP per capita (current US$),NY.GDP.PCAP.CD,5688.853354,5833.577156,6413.091825,7099.776501,7605.696578,6985.643939,7057.207548,6909.352818,7195.101309
Tajikistan,TJK,GDP per capita (current US$),NY.GDP.PCAP.CD,956.9163109,788.7104817,829.4571476,834.2884046,871.0223729,834.3117155,896.7480534,1052.179495,1178.479901
Turkmenistan,TKM,GDP per capita (current US$),NY.GDP.PCAP.CD,5759.497904,5686.98041,5828.481662,6125.051697,6648.034896,6592.60146,7051.202111,8156.35212,8232.65226
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (current US$),NY.GDP.PCAP.CD,8616.957534,8301.805325,9163.648294,8875.743614,8654.947212,7240.296724,8382.42554,9482.776399,10593.11643
Timor-Leste,TLS,GDP per capita (current US$),NY.GDP.PCAP.CD,1319.592974,1335.543901,1266.17768,1219.465997,1562.364581,1630.869385,2684.827024,2343.245234,1502.519645
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,GDP per capita (current US$),NY.GDP.PCAP.CD,2799.454418,2828.10049,2822.359691,2784.509677,2667.558953,2375.473844,2712.781894,2970.114288,2792.714575
Tonga,TON,GDP per capita (current US$),NY.GDP.PCAP.CD,4123.903472,3987.986188,4365.929298,4638.897854,4676.848025,4700.449405,4912.579663,4933.074669,4863.763846
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1570.541425,1722.907034,1956.067076,1988.366333,2067.059757,1957.203437,2273.720558,2385.083416,2532.375601
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,1635.044226,1452.274201,1542.244649,1612.735532,1617.668881,1480.478642,1621.10097,1696.439993,1544.759115
Trinidad and Tobago,TTO,GDP per capita (current US$),NY.GDP.PCAP.CD,19887.23374,17449.16235,17578.64178,17575.80428,17293.47301,15358.8613,17679.18126,20874.37683,18639.25924
Tunisia,TUN,GDP per capita (current US$),NY.GDP.PCAP.CD,4014.947737,3847.803544,3619.032473,3628.103665,3528.872133,3548.653637,3906.939263,3708.848124,3950.375342
Turkiye,TUR,GDP per capita (current US$),NY.GDP.PCAP.CD,11049.99511,10970.04589,10695.5502,9568.835063,9215.440499,8638.739038,9743.212778,10674.50416,13105.6585
Tuvalu,TUV,GDP per capita (current US$),NY.GDP.PCAP.CD,3357.834177,3808.69755,4165.663387,4466.120349,5115.13076,4976.112541,5905.081981,5911.327271,6344.775019
Tanzania,TZA,GDP per capita (current US$),NY.GDP.PCAP.CD,939.1273193,953.0107422,986.6740112,1023.106262,1063.32251,1117.415283,1159.856567,1207.853027,1224.489624
Uganda,UGA,GDP per capita (current US$),NY.GDP.PCAP.CD,862.9346104,752.6965717,765.2183323,792.1657002,822.1711501,845.7664639,882.7917174,963.0673142,1002.309139
Ukraine,UKR,GDP per capita (current US$),NY.GDP.PCAP.CD,2094.473877,2158.461182,2604.287598,3059.051758,3619.861572,3709.769287,4775.945801,4199.670898,5139.598145
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,7434.595696,7404.712052,8053.633182,8559.827164,8647.399639,8334.905824,9905.055835,10310.86688,10631.31674
Uruguay,URY,GDP per capita (current US$),NY.GDP.PCAP.CD,17125.90168,17009.75842,19184.65026,19249.94047,18315.7317,15757.5356,17881.81872,20818.61461,23019.42216
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,56849.46979,57976.6282,60047.71907,62875.66614,65227.95659,64401.50744,71307.40173,77860.91129,82304.62043
Uzbekistan,UZB,GDP per capita (current US$),NY.GDP.PCAP.CD,2803.19018,2753.379514,2190.604116,1813.085308,2041.384807,1978.280519,2258.519641,2578.666894,2878.968793
St. Vincent and the Grenadines,VCT,GDP per capita (current US$),NY.GDP.PCAP.CD,7353.735561,7656.900429,7988.04445,8428.126772,8740.594252,8351.20324,8641.27904,9693.558678,10582.36567
"Venezuela, RB",VEN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita (current US$),NY.GDP.PCAP.CD,34007.35294,35324.97489,35365.0693,36663.20876,38633.52989,39787.37417,42571.07774,44320.90919,
Viet Nam,VNM,GDP per capita (current US$),NY.GDP.PCAP.CD,2577.568853,2735.060438,2956.109921,3222.310031,3440.900254,3534.039535,3704.193559,4147.697772,4323.35032
Vanuatu,VUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2854.894123,2956.126448,3159.860558,3206.657487,3207.446505,3042.987116,3211.719473,3292.341088,3515.236336
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,10175.40942,10221.36598,10765.26622,11326.9339,11376.82334,10963.17564,12418.56592,12819.74484,13259.70987
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,4084.360838,4147.070977,4307.59382,4231.814095,4351.942349,4099.660091,3947.645179,3869.466395,4330.178405
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,3520.628507,3759.449591,4009.317993,4384.186241,4415.997161,4310.890655,5270.429653,5290.947472,6221.203652
"Yemen, Rep.",YEM,GDP per capita (current US$),NY.GDP.PCAP.CD,1362.173812,975.359417,811.1659704,633.8872025,,,,,
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,6112.273825,5651.205852,6618.335083,6914.178032,6533.71121,5580.603831,6843.399419,6523.410978,6022.542542
Zambia,ZMB,GDP per capita (current US$),NY.GDP.PCAP.CD,1295.877887,1239.085279,1483.465773,1463.899979,1258.986198,951.6443167,1127.160779,1447.123101,1330.727806
Zimbabwe,ZWE,GDP per capita (current US$),NY.GDP.PCAP.CD,1386.418559,1407.420964,3448.086991,2271.852504,1683.913136,1730.45391,1724.387271,2040.546587,2156.034093
